"Gene name"	"score"	"pval"
"COPB1"	-0.654	0.041
"CORO1C"	-0.0673	0.016
"CPNE4"	-0.207	0.015
"CPSF1"	-0.308	0.01
"CRYBB3"	-0.163	0.029
"CSAD"	-0.169	0.03
"CSNK1E"	-0.221	0.028
"CSNK1E"	-0.363	0.028
"CUL7"	-0.222	0.027
"CWC22"	-0.331	0.008
"CXADR"	-0.388	0.002
"CXXC1"	-0.257	0.019
"CYorf15A"	-0.447	0.037
"CYP11A1"	-0.257	0.046
"CYP1A2"	-0.356	0.001
"CYP21A2"	-0.31	0.033
"DACH2"	-0.185	0.046
"DAPK1"	-0.284	0.016
"DDX18"	-0.391	0.018
"DDX46"	-0.364	0.05
"DDX49"	-0.481	0.001
"DDX51"	-0.333	0.002
"DGKZ"	-0.209	0.034
"DHCR7"	-0.344	0.004
"DHFR"	-0.203	0.009
"DHRS11"	-0.346	0.012
"DHX30"	-0.284	0.03
"DHX36"	-0.222	0.022
"DIP2B"	-0.234	0.033
"DIRAS3"	-0.2	0.012
"DLG2"	-0.248	0.022
"DLGAP5"	-0.225	0.015
"DMC1"	-0.112	0.006
"DMKN"	-0.393	0.013
"DNAJC19"	-0.268	0.016
"DNAJC21"	-0.224	0.012
"DNASE1L3"	-0.369	0.041
"DNM2"	-0.339	0.005
"DULLARD"	-0.296	0.03
"DUOXA2"	-0.291	0.022
"DYNC1I2"	-0.287	0.033
"DYNLL1"	-0.155	0.036
"EBF3"	-0.548	0.019
"ECM1"	-0.329	0.047
"ECT2"	-0.25	0.014
"EDA"	-0.185	0.041
"EDN1"	-0.358	0.031
"EEF2"	-0.515	0.005
"EFNA3"	-0.0778	0.027
"EFTUD2"	-0.552	0
"EGFR"	-0.205	0.029
"EIF2S2"	-0.473	0.036
"EIF3A"	-0.51	0.027
"EIF3B"	-0.584	0.009
"EIF3D"	-0.649	0.013
"EIF3I"	-0.33	0
"EIF4A3"	-0.299	0.002
"EIF5B"	-0.73	0
"ELAC2"	-0.198	0.009
"EMG1"	-0.128	0.039
"EPS8"	-0.435	0.008
"ERBB4"	-0.355	0.041
"ERCC6L"	-0.439	0.001
"ERCC8"	-0.119	0.036
"ERF"	-0.247	0.037
"ERMAP"	-0.301	0.035
"ESPN"	-0.381	0.01
"ETF1"	-0.112	0.036
"EVI5L"	-0.101	0.039
"EVX2"	-0.302	0.002
"EXOSC10"	-0.478	0.009
"EXOSC9"	-0.404	0.016
"EYA2"	-0.135	0.027
"FAM110B"	-0.152	0.006
"FAM126A"	-0.377	0.009
"FAM13B"	-0.3	0.03
"FAM178A"	-0.135	0.039
"FANCG"	-0.163	0.026
"FBXW7"	-0.138	0.002
"FDFT1"	-0.226	0.033
"FERMT1"	-0.534	0.001
"FEV"	-0.216	0.037
"FFAR2"	-0.231	0.046
"FGA"	-0.00997	0.05
"FKBP3"	-0.456	0.043
"FKBP6"	-0.287	0.013
"FKBP9"	-0.514	0.031
"FKRP"	-0.133	0.043
"FNDC7"	-0.485	0.032
"FPGS"	-0.0038	0.047
"FSCN2"	-0.176	0.016
"FSHR"	-0.0754	0.037
"FTSJ1"	-0.204	0.05
"FTSJ3"	-0.51	0.019
"FUT1"	-0.114	0.038
"FUT9"	-0.508	0.033
"FYN"	-0.268	0.039
"FZD1"	-0.313	0.05
"GAB1"	-0.174	0.047
"GABRB1"	-0.139	0.037
"GADD45B"	-0.348	0.034
"GAMTP1"	-0.145	0.028
"GBP4"	-0.0265	0.003
"GEMIN5"	-0.256	0.044
"GFRA2"	-0.0961	0.04
"GIMAP5"	-0.179	0.031
"GINS1"	-0.112	0.026
"GINS2"	-0.341	0.023
"GLIPR1L2"	-0.262	0.025
"GLT25D2"	-0.393	0.029
"GLYR1"	-0.193	0.002
"GOLIM4"	-0.163	0.019
"GPAM"	-0.209	0.046
"GPC6"	-0.276	0.001
"GPN3"	-0.0632	0.014
"GPR109B"	-0.144	0.037
"GPR110"	-0.344	0.009
"GPR112"	-0.289	0.003
"GPR143"	-0.163	0.048
"GPR146"	-0.0483	0.043
"GPR44"	-0.154	0.018
"GREM1"	-0.411	0.013
"GRIN1"	-0.42	0.013
"GRIN2D"	-0.346	0.009
"GRK1"	-0.0877	0.002
"GRM5"	-0.373	0.022
"GRRP1"	-0.0285	0.027
"GSS"	-0.152	0.04
"H2AFZ"	-0.125	0.027
"HGF"	-0.143	0.014
"HIAT1"	-0.0388	0.02
"HIATL1"	-0.125	0.047
"HIST1H4L"	-0.25	0.031
"HLA-DPB1"	-0.225	0.021
"HLA-DQB2"	-0.199	0.028
"HLA-DRB3"	-0.385	0.036
"HLA-DRB5"	-0.146	0.021
"HMGB3"	-0.145	0.021
"HNRNPC"	-0.678	0.012
"HNRNPM"	-0.421	0.034
"HNRNPU"	-0.457	0.022
"HORMAD2"	-0.0868	0.041
"HOXB4"	-0.0832	0.049
"HP"	-0.276	0.027
"HSD17B10"	-0.139	0.016
"HSPA9"	-0.434	0.015
"HSPG2"	-0.234	0.027
"HTR3A"	-0.218	0.038
"HTRA1"	-0.104	0.037
"HYAL2"	-0.241	0.036
"ICK"	-0.313	0.001
"IFIT3"	-0.286	0.045
"IFT57"	-0.32	0.027
"IGF2BP3"	-0.339	0.011
"IGFBP2"	-0.415	0.013
"IGFBPL1"	-0.241	0.029
"IGSF10"	-0.29	0.021
"IL17RC"	-0.132	0.009
"IL28RA"	-0.137	0.032
"IL4I1"	-0.192	0.009
"INSR"	-0.268	0.023
"INTS4L1"	-0.231	0.023
"IRAK1"	-0.167	0.024
"IRS1"	-0.116	0.045
"IRS4"	-0.446	0.01
"ISCA1"	-0.112	0.002
"ISCU"	-0.402	0.03
"ISG20"	-0.313	0.001
"ITGA2"	-0.511	0
"ITGAV"	-0.33	0.012
"JAZF1"	-0.296	0.026
"KARS"	-0.556	0.019
"KCNC1"	-0.108	0.034
"KCNC3"	-0.391	0.022
"KCNE1"	-0.282	0.009
"KCNN3"	-0.328	0
"KCTD1"	-0.183	0.039
"KCTD14"	-0.16	0.026
"KDM5B"	-0.355	0.016
"KHDRBS2"	-0.419	0
"KIAA0101"	-0.309	0.001
"KIAA0427"	-0.0915	0.033
"KIF18A"	-0.193	0.041
"KIF1C"	-0.129	0.037
"KIF20A"	-0.0605	0.034
"KISS1"	-0.201	0.017
"KLF7"	-0.135	0.029
"KPNB1"	-0.576	0.021
"KRAS"	-0.529	0.028
"KRAS"	-0.279	0.028
"KRT84"	-0.243	0.047
"KRT8P11"	-0.245	0.03
"KRTAP13-2"	-0.187	0.009
"KRTAP4-7"	-0.327	0
"KSR1"	-0.2	0.049
"LANCL1"	-0.339	0.035
"LARP1B"	-0.371	0.022
"LAS1L"	-0.127	0.031
"LASS6"	-0.281	0.034
"LCA5L"	-0.0659	0.041
"LEO1"	-0.106	0.032
"LIG1"	-0.184	0.032
"LPAR4"	-0.306	0.034
"LRIG3"	-0.203	0.044
"LRRC37A"	-0.209	0.021
"LRRC52"	-0.11	0.027
"LSM3"	-0.414	0.036
"LSM5"	-0.392	0.023
"LSP1"	-0.0937	0.046
"LTK"	-0.194	0.022
"LUC7L3"	-0.294	0.03
"LY96"	-0.356	0.015
"MAD2L1"	-0.326	0.018
"MAGI3"	-0.287	0.027
"MAK"	-0.224	0.047
"MAP3K12"	-0.288	0.035
"MAP4K3"	-0.329	0.013
"MASTL"	-0.177	0.009
"MCM2"	-0.287	0.027
"MCM6"	-0.207	0.019
"MCM9"	-0.187	0.021
"MCRS1"	-0.0423	0.036
"MDFI"	-0.0951	0.035
"MECR"	-0.188	0.035
"MED19"	-0.248	0.034
"MELK"	-0.304	0.027
"MEP1A"	-0.239	0.001
"MITF"	-0.153	0.05
"MKI67IP"	-0.315	0.026
"MOBP"	-0.263	0.035
"MOV10L1"	-0.153	0.046
"MPL"	-0.515	0.037
"MRPL2"	-0.294	0.03
"MRPL37"	-0.295	0.037
"MRPS35"	-0.447	0.038
"MRTO4"	-0.0966	0.017
"MSH3"	-0.152	0.05
"MTMR1"	-0.363	0.009
"MTMR8"	-0.222	0.004
"MTOR"	-0.308	0.026
"MTSS1"	-0.29	0.038
"MTUS1"	-0.291	0.017
"MYBL2"	-0.117	0.041
"MYO18A"	-0.199	0.043
"MYO3B"	-0.378	0.015
"MYO9A"	-0.303	0.04
"NACAP1"	-0.307	0.026
"NAT8B"	-0.257	0.01
"NCOA2"	-0.0948	0.02
"NCOR2"	-0.381	0.024
"NCR1"	-0.208	0.022
"NEDD8"	-0.425	0.023
"NHP2L1"	-0.438	0.002
"NIPAL2"	-0.157	0.027
"NME5"	-0.142	0.023
"NNMT"	-0.219	0.009
"NPHS2"	-0.237	0.042
"NPTN"	-0.405	0.028
"NR1H4"	-0.116	0.015
"NRG1"	-0.275	0.041
"NT5C1A"	-0.132	0.032
"NT5C2"	-0.3	0.009
"NTRK3"	-0.192	0.009
"NUDT21"	-0.569	0.01
"NUDT3"	-0.32	0.029
"NUDT8"	-0.176	0.033
"NUF2"	-0.498	0.001
"NUP205"	-0.452	0.008
"NUP210L"	-0.272	0.04
"NUPL1"	-0.248	0.05
"NUS1"	-0.16	0.032
"NXF1"	-0.462	0.002
"NXT2"	-0.131	0.028
"OBP2A"	-0.103	0.028
"OBSCN"	-0.191	0.021
"OGDHL"	-0.122	0.036
"OGFOD1"	-0.264	0.049
"OR14A16"	-0.168	0.047
"OR1A1"	-0.138	0.036
"OR1D2"	-0.167	0.006
"OR4K17"	-0.52	0.022
"OR51E2"	-0.228	0.003
"OR51T1"	-0.408	0.003
"OR52I2"	-0.324	0.027
"OR52L1"	-0.5	0.001
"OR5AU1"	-0.174	0.033
"OSGIN2"	-0.197	0.019
"OSTM1"	-0.165	0.04
"OXA1L"	-0.343	0.001
"P2RY4"	-0.279	0.027
"P4HA3"	-0.175	0.016
"PABPN1"	-0.584	0.001
"PAFAH1B1"	-0.327	0.029
"PAFAH2"	-0.231	0.037
"PANX2"	-0.234	0.049
"PAPPA2"	-0.234	0.03
"PAQR5"	-0.266	0.009
"PARN"	-0.316	0
"PAX1"	-0.163	0.033
"PBX3"	-0.429	0.016
"PCBP1"	-0.238	0.034
"PCBP2"	-0.427	0.03
"PCDHB8"	-0.339	0.046
"PCGF3"	-0.174	0.018
"PCYT2"	-0.176	0.047
"PDE1B"	-0.196	0.007
"PDE6H"	-0.121	0.028
"PEF1"	-0.0498	0.017
"PFAS"	-0.139	0.049
"PFDN2"	-0.196	0.003
"PFKFB1"	-0.331	0.013
"PHB2"	-0.46	0.009
"PHF16"	-0.258	0.027
"PHF23"	-0.149	0.021
"PHTF2"	-0.161	0.044
"PI4K2A"	-0.118	0.032
"PIP"	-0.123	0.022
"PITPNC1"	-0.317	0.041
"PITPNM2"	-0.323	0.037
"PIWIL1"	-0.253	0.036
"PIWIL2"	-0.133	0.046
"PKNOX1"	-0.211	0.018
"PLD3"	-0.315	0.028
"PLOD3"	-0.201	0.046
"PLRG1"	-0.371	0.009
"PMF1"	-0.16	0.03
"PMVK"	-0.102	0.004
"PNCK"	-0.241	0.042
"POLD2"	-0.17	0.034
"POLDIP2"	-0.219	0.008
"POLL"	-0.158	0.05
"POLR2D"	-0.504	0.001
"POLR2F"	-0.244	0.042
"POLR2I"	-0.524	0.013
"POP7"	-0.363	0.037
"POU6F1"	-0.333	0.05
"PPIH"	-0.242	0.007
"PPIL5"	-0.198	0.019
"PPP1R10"	-0.338	0.039
"PPP1R14B"	-0.171	0.037
"PPP1R15A"	-0.407	0.022
"PPP1R7"	-0.318	0.045
"PPP2R1A"	-0.191	0.03
"PPP2R5C"	-0.0683	0.029
"PRDM16"	-0.295	0.024
"PRDM2"	-0.221	0.013
"PREB"	-0.165	0.028
"PRKAA1"	-0.424	0.001
"PRKCB"	-0.228	0.009
"PRKCDBP"	-0.13	0.022
"PRKCQ"	-0.17	0.013
"PRMT3"	-0.277	0.049
"PRODH2"	-0.381	0.024
"PRPF18"	-0.424	0.004
"PRPF19"	-0.607	0
"PRPF3"	-0.364	0.01
"PRPF31"	-0.53	0.001
"PRPF38A"	-0.484	0.005
"PRPF8"	-0.476	0.001
"PRR5L"	-0.161	0.017
"PRSS36"	-0.165	0.028
"PRSS37"	-0.0986	0.009
"PRSS8"	-0.176	0.001
"PRUNE"	-0.359	0.04
"PSMA1"	-0.694	0.001
"PSMA6"	-0.479	0.035
"PSMC2"	-0.633	0.026
"PSMD1"	-0.733	0
"PSTPIP2"	-0.324	0.003
"PTAR1"	-0.135	0.041
"PTN"	-0.291	0.036
"PTPLAD1"	-0.304	0.04
"PTPN3"	-0.204	0.016
"PTPN9"	-0.477	0.043
"PTPRE"	-0.196	0.036
"PTPRZ1"	-0.326	0.037
"PUM1"	-0.216	0.034
"QARS"	-0.131	0.039
"RAB33A"	-0.136	0.035
"RAB33B"	-0.168	0.03
"RAB9A"	-0.0699	0.009
"RABL2A"	-0.31	0.012
"RAD52"	-0.135	0.043
"RAD9B"	-0.22	0.04
"RAG1"	-0.137	0.034
"RALYL"	-0.0961	0.038
"RAN"	-0.746	0.012
"RAP1A"	-0.191	0.023
"RAPGEF4"	-0.267	0.028
"RBL2"	-0.208	0.031
"RBM17"	-0.59	0.04
"RBM45"	-0.138	0.025
"RBM47"	-0.147	0.048
"RET"	-0.233	0.026
"RET"	-0.0117	0.026
"RFC4"	-0.477	0.006
"RGS18"	-0.565	0.016
"RHO"	-0.327	0.016
"RHPN2"	-0.175	0.012
"RILPL2"	-0.532	0.01
"RNASE8"	-0.171	0.032
"RNF8"	-0.168	0.015
"RPE65"	-0.296	0.049
"RPL10"	-0.264	0.026
"RPL10A"	-0.655	0.011
"RPL11"	-0.657	0.002
"RPL12"	-0.463	0.012
"RPL13"	-0.527	0.018
"RPL13A"	-0.227	0.02
"RPL14"	-0.475	0.024
"RPL17"	-0.414	0.021
"RPL18"	-0.671	0.002
"RPL18A"	-0.317	0.01
"RPL19"	-0.465	0.021
"RPL21"	-0.075	0.025
"RPL23"	-0.736	0.004
"RPL23A"	-0.476	0.012
"RPL24"	-0.342	0.012
"RPL26"	-0.312	0.016
"RPL27"	-0.626	0.03
"RPL28"	-0.268	0.031
"RPL3"	-0.546	0.02
"RPL30"	-0.35	0.01
"RPL31"	-0.557	0.01
"RPL32"	-0.794	0.002
"RPL34"	-0.527	0.004
"RPL35"	-0.561	0.025
"RPL35A"	-0.251	0.002
"RPL36"	-0.675	0.006
"RPL37"	-0.407	0.008
"RPL37A"	-0.456	0.016
"RPL38"	-0.415	0.026
"RPL39"	-0.357	0.015
"RPL4"	-0.35	0.004
"RPL5"	-0.706	0.004
"RPL6"	-0.415	0.02
"RPL7"	-0.62	0.01
"RPL7A"	-0.447	0.014
"RPL9"	-0.762	0.002
"RPN2"	-0.335	0.041
"RPP30"	-0.256	0.009
"RPRD1A"	-0.314	0.012
"RPS11"	-0.59	0.002
"RPS13"	-0.748	0.005
"RPS14"	-0.534	0.015
"RPS15"	-0.307	0.036
"RPS15A"	-0.483	0.004
"RPS16"	-0.0637	0.035
"RPS17"	-0.562	0.004
"RPS18"	-0.432	0.03
"RPS19"	-0.66	0.002
"RPS20"	-0.551	0.004
"RPS21"	-0.0787	0.035
"RPS23"	-0.0659	0.049
"RPS24"	-0.241	0.021
"RPS26"	-0.774	0.002
"RPS27"	-0.44	0.015
"RPS27A"	-0.464	0.004
"RPS28"	-0.232	0.03
"RPS29"	-0.554	0.004
"RPS3"	-0.489	0.016
"RPS3A"	-0.567	0.019
"RPS6"	-0.643	0.021
"RPS7"	-0.64	0.01
"RPS8"	-0.43	0.019
"RPS9"	-0.323	0.027
"RPSA"	-0.77	0.012
"RRM1"	-0.364	0.026
"RSPRY1"	-0.279	0.037
"RUFY1"	-0.351	0.041
"RUNX2"	-0.21	0.03
"RXFP1"	-0.368	0.044
"RXRG"	-0.259	0.023
"SAFB"	-0.0876	0.041
"SAFB2"	-0.163	0.037
"SARNP"	-0.333	0.027
"SART3"	-0.189	0.046
"SBF2"	-0.0847	0.047
"SCARF1"	-0.147	0.01
"SCHIP1"	-0.187	0.006
"SCLY"	-0.243	0.041
"SCP2"	-0.171	0.034
"SCRG1"	-0.421	0.036
"SCYL2"	-0.191	0.014
"SDAD1"	-0.409	0.036
"SEC14L3"	-0.343	0.01
"SEC61A1"	-0.271	0.014
"SEMA4G"	-0.272	0.01
"SEMG2"	-0.259	0.014
"SENP7"	-0.207	0.048
"SERPINA6"	-0.114	0.013
"SERPINB13"	-0.216	0.01
"SETD4"	-0.175	0.003
"SF3A1"	-0.614	0
"SF3A2"	-0.425	0.032
"SF3B2"	-0.528	0
"SF3B4"	-0.366	0.006
"SF3B5"	-0.486	0.006
"SFN"	-0.354	0.012
"SFPQ"	-0.239	0.046
"SFRS4"	-0.137	0.001
"SGCE"	-0.0748	0.026
"SGCZ"	-0.212	0.049
"SH2D2A"	-0.316	0.03
"SHFM1"	-0.357	0.023
"SIM1"	-0.0576	0.043
"SIP1"	-0.374	0.028
"SIT1"	-0.0783	0.033
"SKIV2L2"	-0.341	0.004
"SLC12A1"	-0.163	0.003
"SLC12A3"	-0.081	0
"SLC22A11"	-0.208	0.037
"SLC22A3"	-0.37	0.031
"SLC22A8"	-0.254	0.027
"SLC25A20"	-0.268	0.036
"SLC2A10"	-0.172	0.022
"SLC2A12"	-0.223	0.042
"SLC2A5"	-0.112	0.026
"SLC36A4"	-0.346	0.027
"SLC44A4"	-0.278	0.013
"SLC7A1"	-0.354	0.001
"SLITRK3"	-0.156	0.009
"SMARCA4"	-0.152	0.015
"SNAPC1"	-0.252	0.013
"SNAPC3"	-0.141	0.001
"SNRNP200"	-0.498	0.001
"SNRNP27"	-0.422	0.002
"SNRNP35"	-0.277	0.048
"SNRNP70"	-0.517	0.01
"SNRPD1"	-0.486	0.008
"SNRPD2"	-0.753	0.001
"SNRPD3"	-0.267	0.032
"SNRPE"	-0.292	0.019
"SNRPG"	-0.402	0.017
"SNRPN"	-0.127	0.05
"SOCS3"	-0.187	0.035
"SOHLH2"	-0.2	0.028
"SPAG11B"	-0.179	0.003
"SPATS2L"	-0.249	0
"SRP9"	-0.191	0.002
"SRRT"	-0.412	0.013
"SSR1"	-0.294	0.032
"SSX4"	-0.229	0.026
"ST18"	-0.314	0.046
"ST3GAL3"	-0.248	0.043
"ST6GALNAC3"	-0.195	0.013
"ST8SIA6"	-0.326	0.001
"STAG2"	-0.304	0.011
"STARD10"	-0.432	0.028
"STAT2"	-0.283	0.023
"STK17A"	-0.114	0.05
"STK3"	-0.467	0.028
"STRN"	-0.357	0.013
"STS"	-0.182	0.029
"STXBP3"	-0.189	0.038
"SUPT5H"	-0.124	0
"SUPT6H"	-0.146	0.045
"SVIL"	-0.302	0.026
"TAAR2"	-0.308	0.049
"TAB3"	-0.122	0.027
"TAF2"	-0.302	0.013
"TAF4B"	-0.397	0.009
"TAS2R14"	-0.254	0.018
"TAS2R38"	-0.355	0.001
"TAS2R45"	-0.233	0.021
"TBC1D25"	-0.117	0.018
"TBC1D3C"	-0.23	0.05
"TBC1D8"	-0.184	0.036
"TCOF1"	-0.193	0.037
"TDRD3"	-0.327	0.003
"TDRD4"	-0.294	0.01
"TECTB"	-0.0999	0.031
"TEK"	-0.0646	0.045
"TEX15"	-0.341	0.046
"TGFB1"	-0.26	0.041
"TGFBR1"	-0.498	0.029
"TGFBR2"	-0.389	0
"THAP3"	-0.284	0.023
"THOC2"	-0.131	0.046
"THOC4"	-0.444	0.01
"THOC5"	-0.163	0.043
"THOP1"	-0.298	0.039
"THPO"	-0.211	0.043
"Thrb"	-0.306	0.047
"THUMPD1"	-0.13	0.015
"TIE1"	-0.385	0.011
"TIGD2"	-0.338	0.001
"TIMELESS"	-0.117	0.018
"TM4SF1"	-0.0781	0.033
"TM4SF18"	-0.196	0.017
"TMED2"	-0.138	0.041
"TMED6"	-0.169	0.007
"TMEM126B"	-0.234	0.05
"TMEM132D"	-0.224	0.003
"TMX3"	-0.173	0.011
"TNFRSF18"	-0.215	0.036
"TNKS1BP1"	-0.4	0.027
"TOB1"	-0.275	0.037
"TOMM40"	-0.379	0.008
"TOPBP1"	-0.299	0.022
"TRAF6"	-0.13	0.034
"TRAK1"	-0.246	0.036
"TRAK2"	-0.298	0.033
"TRIM34"	-0.278	0.003
"TRIM36"	-0.139	0.019
"TRIM5"	-0.119	0.002
"TRIM68"	-0.149	0.045
"TRPV4"	-0.174	0.039
"TSKS"	-0.17	0.024
"TSTD2"	-0.26	0.043
"TTC26"	-0.637	0.004
"TTC39B"	-0.129	0.024
"TUBA4B"	-0.0618	0.045
"TULP1"	-0.147	0.027
"TXK"	-0.546	0.043
"U2AF1"	-0.578	0
"U2AF2"	-0.445	0.024
"UBA1"	-0.541	0.002
"UBA2"	-0.202	0.039
"UBA6"	-0.28	0.035
"UBAP2L"	-0.44	0.039
"UBB"	-0.3	0.003
"UBC"	-0.401	0.003
"UBE2D2"	-0.13	0.021
"UBE3A"	-0.0251	0.042
"UBQLN2"	-0.116	0.007
"UFM1"	-0.108	0.037
"UGT2B17"	-0.0938	0.003
"UQCR11"	-0.275	0.001
"USP1"	-0.343	0.007
"USP15"	-0.16	0.001
"USP39"	-0.386	0.009
"USP47"	-0.0823	0.027
"VCP"	-0.434	0.001
"VDAC1"	-0.321	0.031
"VHL"	-0.323	0.008
"VPS28"	-0.387	0.015
"VPS36"	-0.0896	0.038
"VPS41"	-0.178	0.028
"VPS54"	-0.209	0.046
"WDR12"	-0.364	0.015
"WDR54"	-0.166	0.03
"WDR60"	-0.372	0.016
"WDR69"	-0.0978	0.021
"WDR93"	-0.234	0.026
"WFDC8"	-0.199	0.047
"WIPI1"	-0.376	0.001
"WISP1"	-0.142	0.044
"WNK1"	-0.322	0.033
"WRAP53"	-0.165	0.046
"XBP1"	-0.439	0.004
"YWHAE"	-0.284	0.013
"YWHAH"	-0.141	0.009
"ZBTB11"	-0.209	0.034
"ZC3H13"	-0.489	0.023
"ZC3H14"	-0.193	0.038
"ZCCHC2"	-0.181	0.029
"ZCCHC3"	-0.332	0.033
"ZCCHC9"	-0.198	0.02
"ZFP112"	-0.278	0.026
"ZFR"	-0.146	0.01
"ZFYVE16"	-0.146	0.013
"ZMAT5"	-0.276	0.035
"ZMYM2"	-0.299	0.028
"ZNF174"	-0.234	0.037
"ZNF207"	-0.483	0.026
"ZNF217"	-0.0259	0.034
"ZNF221"	-0.0913	0.003
"ZNF250"	-0.318	0.03
"ZNF337"	-0.137	0.034
"ZNF442"	-0.284	0.032
"ZNF45"	-0.135	0.03
"ZNF471"	-0.457	0.028
"ZNF514"	-0.0259	0.041
"ZNF555"	-0.378	0.01
"ZNF577"	-0.0618	0.015
"ZNF578"	-0.0815	0.042
"ZNF660"	-0.258	0.034
"ZNF680"	-0.136	0.01
"ZNF839"	-0.164	0.016
"ZYG11A"	-0.272	0.015
